name,site,category,phone,city,location_link
خدمات الإعلام الآلي و الهواتف الذكية,,Cybercafé,+213 660 49 07 90,Ras El Miaad,"https://www.google.com/maps/place/%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%A2%D9%84%D9%8A+%D9%88+%D8%A7%D9%84%D9%87%D9%88%D8%A7%D8%AA%D9%81+%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9/@34.1845657,4.4532812,14z/data=!4m8!1m2!2m1!1s%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%A2%D9%84%D9%8A+%D9%88+%D8%A7%D9%84%D9%87%D9%88%D8%A7%D8%AA%D9%81+%D8%A7%D9%84%D8%B0%D9%83%D9%8A%D8%A9!3m4!1s0x126033cca51c5cdd:0x74be3eb7643f1e6e!8m2!3d34.1845657!4d4.4532812"
تسويق,,خدمة التسويق عبر الإنترنت,+213 790 18 35 79,Chettia,"https://www.google.com/maps/place/%D8%AA%D8%B3%D9%88%D9%8A%D9%82/@36.2039717,1.267094,14z/data=!4m8!1m2!2m1!1s%D8%AA%D8%B3%D9%88%D9%8A%D9%82!3m4!1s0x12840bc09b12ecf1:0x70a51c2a616c7850!8m2!3d36.2039717!4d1.267094"
"MediaVestDz Communication Agency, Édition, Publicité, Produits Informatiques et Bureatique, Événementiel",http://sawteldjazair.dz/,Siège social,+213 550 81 52 30,Mohammadia,"https://www.google.com/maps/place/MediaVestDz+Communication+Agency%2C+%C3%89dition%2C+Publicit%C3%A9%2C+Produits+Informatiques+et+Bureatique%2C+%C3%89v%C3%A9nementiel/@36.7357464,3.1750183,14z/data=!4m8!1m2!2m1!1sMediaVestDz+Communication+Agency%2C+%C3%89dition%2C+Publicit%C3%A9%2C+Produits+Informatiques+et+Bureatique%2C+%C3%89v%C3%A9nementiel!3m4!1s0x128e5300396ca995:0x411baf695448c17b!8m2!3d36.7357464!4d3.1750183"
network marketing,https://quiarihaidar.quiari.com/fr,وكالة تجارة إلكترونية,+213 670 03 28 86,Oum Toub,"https://www.google.com/maps/place/network+marketing/@36.688478599999996,6.57787,14z/data=!4m8!1m2!2m1!1snetwork+marketing!3m4!1s0x12f18deec4115571:0xd3aa284dafc44278!8m2!3d36.688478599999996!4d6.57787"
GROW MEDIA,,Marketing agency,+213 796 00 21 62,,"https://www.google.com/maps/place/GROW+MEDIA/@35.591690899999996,-37.6900988,14z/data=!4m8!1m2!2m1!1sGROW+MEDIA!3m4!1s0x7e367268631d439:0x75667b38463c2534!8m2!3d35.591690899999996!4d-37.6900988"
Activiliii_آكتيفيلي,,Agence de marketing,+213 540 58 34 75,Bordj Bou Arreridj,"https://www.google.com/maps/place/Activiliii_%D8%A2%D9%83%D8%AA%D9%8A%D9%81%D9%8A%D9%84%D9%8A/@36.0783126,4.7853807,14z/data=!4m8!1m2!2m1!1sActiviliii_%D8%A2%D9%83%D8%AA%D9%8A%D9%81%D9%8A%D9%84%D9%8A!3m4!1s0x128cbdc9a3b64789:0x5d792d42b85fad10!8m2!3d36.0783126!4d4.7853807"
In7tion,http://www.in7tion.net/,Advertising agency,+213 20 27 98 87,El Biar,"https://www.google.com/maps/place/In7tion/@36.7712194,3.0362071999999998,14z/data=!4m8!1m2!2m1!1sIn7tion!3m4!1s0x128fb3a860acbbdb:0xb2b6eab191b39587!8m2!3d36.7712194!4d3.0362071999999998"
Cominvolt communication,,وكالة إعلانية,+213 560 98 25 59,,"https://www.google.com/maps/place/Cominvolt+communication/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sCominvolt+communication!3m4!1s0x128fb241172d741b:0x18c3f55f9110e7ba!8m2!3d28.094873399999997!4d1.6656943"
Dina_dynamique,,Service de marketing Internet,+213 671 80 81 20,,"https://www.google.com/maps/place/Dina_dynamique/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sDina_dynamique!3m4!1s0x1c171834f12d06b:0xeb5e9d1e928cb10!8m2!3d28.094873399999997!4d1.6656943"
Marketing Agency,,Marketing agency,+213 795 65 25 11,Bab Ezzouar,"https://www.google.com/maps/place/Marketing+Agency/@36.7203002,3.1896465999999997,14z/data=!4m8!1m2!2m1!1sMarketing+Agency!3m4!1s0x128e51584a20d651:0x706cd14dd8b80e5e!8m2!3d36.7203002!4d3.1896465999999997"
SunnyInside,,Service de marketing Internet,+213 557 17 09 69,,"https://www.google.com/maps/place/SunnyInside/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sSunnyInside!3m4!1s0x604667b1a54d7107:0xbdc13f0ac05866b9!8m2!3d28.094873399999997!4d1.6656943"
Traffic-Marketing,,Service de marketing Internet,+213 771 42 11 97,,"https://www.google.com/maps/place/Traffic-Marketing/@43.250541399999996,-43.2139321,14z/data=!4m8!1m2!2m1!1sTraffic-Marketing!3m4!1s0x9073d40731ef8af:0xcc5c1049cd203ded!8m2!3d43.250541399999996!4d-43.2139321"
EPIC Netcom,,Service de nettoyage et d'entretien,+213 23 55 31 38,Alger Centre,"https://www.google.com/maps/place/EPIC+Netcom/@36.7629496,3.0511483,14z/data=!4m8!1m2!2m1!1sEPIC+Netcom!3m4!1s0x128fb3f4a928b3cb:0x9c263a337e32a52b!8m2!3d36.7629496!4d3.0511483"
THINK DIGITAL,,Website designer,+213 770 43 44 07,Béjaïa,"https://www.google.com/maps/place/THINK+DIGITAL/@36.7533725,5.0799467,14z/data=!4m8!1m2!2m1!1sTHINK+DIGITAL!3m4!1s0x12f2cca20d812b29:0xf7d54cb73a5ebd6c!8m2!3d36.7533725!4d5.0799467"
Wifi Algerie,http://www.wifi-algerie.com/,متجر أجهزة كمبيوتر,+213 550 11 40 99,Bordj El Kiffan,"https://www.google.com/maps/place/Wifi+Algerie/@36.7470949,3.189914,14z/data=!4m8!1m2!2m1!1sWifi+Algerie!3m4!1s0x128e4e1b03539b0f:0x25ae78dc307c7044!8m2!3d36.7470949!4d3.189914"
Com&sun conseil,,Agence de marketing,+213 770 83 10 35,,"https://www.google.com/maps/place/Com%26sun+conseil/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sCom%26sun+conseil!3m4!1s0x2e826d2c232afe4f:0xfa8b4ced26d9cc0e!8m2!3d28.094873399999997!4d1.6656943"
LINK Studio,http://linkstudio-dz.com/,Média,+213 667 08 08 07,Mohammadia,"https://www.google.com/maps/place/LINK+Studio/@36.7349497,3.1755698,14z/data=!4m8!1m2!2m1!1sLINK+Studio!3m4!1s0x128fab9badecccbb:0x378a70b00975f333!8m2!3d36.7349497!4d3.1755698"
لخدمات الإعلام الآلي Be-smart,,Service de réparation d'ordinateurs,+213 552 21 38 89,بني راشد,"https://www.google.com/maps/place/%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%A2%D9%84%D9%8A+Be-smart/@36.1579726,1.3371852,14z/data=!4m8!1m2!2m1!1s%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%A2%D9%84%D9%8A+Be-smart!3m4!1s0x12840fcda0563207:0x8b10c366bf527cea!8m2!3d36.1579726!4d1.3371852"
SARL LYNX NET,,Société de production cinématographique,+213 656 20 90 48,Oued Smar,"https://www.google.com/maps/place/SARL+LYNX+NET/@36.7136375,3.1692605,14z/data=!4m8!1m2!2m1!1sSARL+LYNX+NET!3m4!1s0x128e53e5f8c6a311:0x4d97770bec019303!8m2!3d36.7136375!4d3.1692605"
PRINTER COMMUNICATION AGENCY,,Telephone exchange,+213 665 07 43 77,,"https://www.google.com/maps/place/PRINTER+COMMUNICATION+AGENCY/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sPRINTER+COMMUNICATION+AGENCY!3m4!1s0x92fdd6b57cf4a2f:0x7d4ea9a41efde06b!8m2!3d28.094873399999997!4d1.6656943"
Admin Informatique,https://www.admin-info.dz/,Computer desk store,+213 20 17 00 35,Hussein Dey,"https://www.google.com/maps/place/Admin+Informatique/@36.7308552,3.1095308999999998,14z/data=!4m8!1m2!2m1!1sAdmin+Informatique!3m4!1s0x128e52a533a68c4f:0x928692fb7a22254e!8m2!3d36.7308552!4d3.1095308999999998"
WebServices dz,https://www.webservices.dz/,شركة استضافة على الويب,+213 23 20 22 60,Rahmania,"https://www.google.com/maps/place/WebServices+dz/@36.6805437,2.9002961,14z/data=!4m8!1m2!2m1!1sWebServices+dz!3m4!1s0x128fa5ca5f0e77f5:0x79ed20bc9a137ddb!8m2!3d36.6805437!4d2.9002961"
d6 Marketing,,Agence de marketing,+213 23 60 21 68,Kouba,"https://www.google.com/maps/place/d6+Marketing/@36.730225499999996,3.080555,14z/data=!4m8!1m2!2m1!1sd6+Marketing!3m4!1s0x128fad4323f5448d:0x49d3566f02e01ff9!8m2!3d36.730225499999996!4d3.080555"
TNS Digitale-Création de site web Professionnel alger,https://linktr.ee/TNS.digital,Concepteur de sites Web,+213 554 64 32 56,,"https://www.google.com/maps/place/TNS+Digitale-Cr%C3%A9ation+de+site+web+Professionnel+alger/@36.235803,1.7261624,14z/data=!4m8!1m2!2m1!1sTNS+Digitale-Cr%C3%A9ation+de+site+web+Professionnel+alger!3m4!1s0xa360ea428620df37:0x1fee7fbdd27b8718!8m2!3d36.235803!4d1.7261624"
DIGITAL WEB SERVICE,https://www.dwsdz.net/,Concepteur de sites Web,+213 772 40 87 06,Azazga,"https://www.google.com/maps/place/DIGITAL+WEB+SERVICE/@36.7466187,4.3612972,14z/data=!4m8!1m2!2m1!1sDIGITAL+WEB+SERVICE!3m4!1s0x128da74a601e305d:0xce56431ff19bcfbf!8m2!3d36.7466187!4d4.3612972"
"Agence Esprit Marketing - Marketing industriel, Communication digitale - Algérie",https://espritmarketing.net/,Agence de marketing,+213 553 81 14 53,Bordj El Kiffan,"https://www.google.com/maps/place/Agence+Esprit+Marketing+-+Marketing+industriel%2C+Communication+digitale+-+Alg%C3%A9rie/@36.746032299999996,3.1837955,14z/data=!4m8!1m2!2m1!1sAgence+Esprit+Marketing+-+Marketing+industriel%2C+Communication+digitale+-+Alg%C3%A9rie!3m4!1s0x2c9332bbca10292d:0x50f33f676c74d750!8m2!3d36.746032299999996!4d3.1837955"
BRANDING COMMUNICATION,http://www.branding-dz.com/,وكالة إعلانية,+213 560 02 24 60,Dély Ibrahim,"https://www.google.com/maps/place/BRANDING+COMMUNICATION/@36.7471666,2.9829832,14z/data=!4m8!1m2!2m1!1sBRANDING+COMMUNICATION!3m4!1s0x128fb1e608b57153:0xb18189bd6226359f!8m2!3d36.7471666!4d2.9829832"
agence dms web,,Internet cafe,+213 671 69 99 88,Ouled Djellal,"https://www.google.com/maps/place/agence+dms+web/@34.4231641,5.0599089,14z/data=!4m8!1m2!2m1!1sagence+dms+web!3m4!1s0x128aab00360bf5c1:0x67ab79bfac7dab89!8m2!3d34.4231641!4d5.0599089"
"Black Concept SSII, agence Web et consulting en informatique",https://www.blackconcept-dev.com/,Concepteur de sites Web,+213 555 73 97 81,Mohammadia,"https://www.google.com/maps/place/Black+Concept+SSII%2C+agence+Web+et+consulting+en+informatique/@36.7345201,3.169755,14z/data=!4m8!1m2!2m1!1sBlack+Concept+SSII%2C+agence+Web+et+consulting+en+informatique!3m4!1s0x128e535be3123901:0x7bdf8593ca83fb2b!8m2!3d36.7345201!4d3.169755"
S-M,,Website designer,+213 561 61 69 59,Dély Ibrahim,"https://www.google.com/maps/place/S-M/@36.7604192,2.9879955,14z/data=!4m8!1m2!2m1!1sS-M!3m4!1s0x128fb1496d1b12dd:0x2fa33c4fa813b179!8m2!3d36.7604192!4d2.9879955"
محل خدماتكوم / ServiceCom للاعلام الآلي,,Internet cafe,+213 44 69 52 26,Aïn Beida,"https://www.google.com/maps/place/%D9%85%D8%AD%D9%84+%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%D9%83%D9%88%D9%85+%2F+ServiceCom+%D9%84%D9%84%D8%A7%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%A2%D9%84%D9%8A/@31.959252099999997,5.3898389,14z/data=!4m8!1m2!2m1!1s%D9%85%D8%AD%D9%84+%D8%AE%D8%AF%D9%85%D8%A7%D8%AA%D9%83%D9%88%D9%85+%2F+ServiceCom+%D9%84%D9%84%D8%A7%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%A2%D9%84%D9%8A!3m4!1s0x125d6b4f64d40853:0x49805196f77b82d8!8m2!3d31.959252099999997!4d5.3898389"
Service Visa,,Conseiller visa,+213 776 22 19 20,Kouba,"https://www.google.com/maps/place/Service+Visa/@36.7291746,3.0747812,14z/data=!4m8!1m2!2m1!1sService+Visa!3m4!1s0x128fad6e95bbe777:0xc48e3b9a068656ed!8m2!3d36.7291746!4d3.0747812"
مقهى الانترنت خدمات النت,,Cybercafé,+213 550 07 07 49,Alger Centre,"https://www.google.com/maps/place/%D9%85%D9%82%D9%87%D9%89+%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA+%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D9%86%D8%AA/@36.7697609,3.0575318,14z/data=!4m8!1m2!2m1!1s%D9%85%D9%82%D9%87%D9%89+%D8%A7%D9%84%D8%A7%D9%86%D8%AA%D8%B1%D9%86%D8%AA+%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D9%86%D8%AA!3m4!1s0x128fb328c04452af:0xfde199738a5018f0!8m2!3d36.7697609!4d3.0575318"
MUST Communication Algérie,http://www.must-dz.com/,Agence de publicité,+213 770 61 35 80,Draria,"https://www.google.com/maps/place/MUST+Communication+Alg%C3%A9rie/@36.694293,2.973318,14z/data=!4m8!1m2!2m1!1sMUST+Communication+Alg%C3%A9rie!3m4!1s0x128fb27219eaaf3f:0x74c39c557a065012!8m2!3d36.694293!4d2.973318"
Smartlink IT Solutions,http://smartlink-dz.com/,Consultant informatique,+213 560 96 62 04,Birkhadem,"https://www.google.com/maps/place/Smartlink+IT+Solutions/@36.7278069,3.0370863,14z/data=!4m8!1m2!2m1!1sSmartlink+IT+Solutions!3m4!1s0x128fadecafcf9a41:0xfabdc01d86eebbf9!8m2!3d36.7278069!4d3.0370863"
Smart Telematic Services,,Magasin,+213 770 66 33 94,Beb Ezzouar,"https://www.google.com/maps/place/Smart+Telematic+Services/@36.716302999999996,3.1985485,14z/data=!4m8!1m2!2m1!1sSmart+Telematic+Services!3m4!1s0x128e51dc7ce2c38d:0x71129cc03ec72ccd!8m2!3d36.716302999999996!4d3.1985485"
Synergie Communication,,مصمم رسومات,+213 21 60 50 95,Bir Mourad Raïs,"https://www.google.com/maps/place/Synergie+Communication/@36.7339979,3.0338369999999997,14z/data=!4m8!1m2!2m1!1sSynergie+Communication!3m4!1s0x128fadf240000001:0xcbf06d322b713e44!8m2!3d36.7339979!4d3.0338369999999997"
Cyber net+ services et visa,https://www.facebook.com/profile.php?id=61566593844697,Cybercafé,+213 670 28 57 37,Koléa,"https://www.google.com/maps/place/Cyber+net%2B+services+et+visa/@36.6471545,2.7597587999999997,14z/data=!4m8!1m2!2m1!1sCyber+net%2B+services+et+visa!3m4!1s0x128f9f2417882943:0x276eabe91517b3f3!8m2!3d36.6471545!4d2.7597587999999997"
Smart Internet cafe,,مقهى إنترنت,+213 35 74 51 52,Bordj Bou Arreridj,"https://www.google.com/maps/place/Smart+Internet+cafe/@36.067918299999995,4.7758683,14z/data=!4m8!1m2!2m1!1sSmart+Internet+cafe!3m4!1s0x128cbc31a0e6cc87:0xd07f9ed0fedd4f6c!8m2!3d36.067918299999995!4d4.7758683"
N.MOVE UP SERVICES,,Cybercafé,+213 791 13 55 43,Ain Zaouia,"https://www.google.com/maps/place/N.MOVE+UP+SERVICES/@36.552687299999995,3.8947108999999998,14z/data=!4m8!1m2!2m1!1sN.MOVE+UP+SERVICES!3m4!1s0x128dd3a2eeec0dbf:0xf4fe1f4cc5e0efd2!8m2!3d36.552687299999995!4d3.8947108999999998"
"Service express ""Internet & bureautique""",,Cybercafé,+213 560 73 63 29,Baba Hassen,"https://www.google.com/maps/place/Service+express+%22Internet+%26+bureautique%22/@36.6958741,2.970402,14z/data=!4m8!1m2!2m1!1sService+express+%22Internet+%26+bureautique%22!3m4!1s0x128faf80e4154d09:0x6200ffb2dc81d00e!8m2!3d36.6958741!4d2.970402"
SARL GLOBAL NETWORK SOLUTION,https://gnsalgerie.com/,Assistance et services informatiques,+213 770 56 98 44,Bab Ezzouar,"https://www.google.com/maps/place/SARL+GLOBAL+NETWORK+SOLUTION/@36.7345331,3.1797066,14z/data=!4m8!1m2!2m1!1sSARL+GLOBAL+NETWORK+SOLUTION!3m4!1s0x128e512c1583d891:0xf62f021f72e06dba!8m2!3d36.7345331!4d3.1797066"
Mode Internet,,Concepteur de sites Web,+213 554 02 58 98,Alger,"https://www.google.com/maps/place/Mode+Internet/@27.9730369,1.4034311,14z/data=!4m8!1m2!2m1!1sMode+Internet!3m4!1s0x120c88fda3d751a1:0x6cebf382ccafd3f4!8m2!3d27.9730369!4d1.4034311"
Eurl Smart Solution Provider,http://www.2sprovider.com/,Service réseaux informatiques,+213 770 40 07 21,Douéra,"https://www.google.com/maps/place/Eurl+Smart+Solution+Provider/@36.6655134,2.9456887,14z/data=!4m8!1m2!2m1!1sEurl+Smart+Solution+Provider!3m4!1s0x128faf705606c07f:0xa4e169284edc737e!8m2!3d36.6655134!4d2.9456887"
Service de Réparation informatice numerique et telephone,,Smartshop,+213 667 40 50 19,Oued Sly,"https://www.google.com/maps/place/Service+de+R%C3%A9paration+informatice+numerique+et+telephone/@36.099601799999995,1.2005265999999999,14z/data=!4m8!1m2!2m1!1sService+de+R%C3%A9paration+informatice+numerique+et+telephone!3m4!1s0x1283f74e020e6c29:0x616fa0e431a12f05!8m2!3d36.099601799999995!4d1.2005265999999999"
SARL MEDITERRANEAN DIGITAL NETWORK,,مستشار,+213 23 27 45 14,Dély Ibrahim,"https://www.google.com/maps/place/SARL+MEDITERRANEAN+DIGITAL+NETWORK/@36.7524363,2.9784916,14z/data=!4m8!1m2!2m1!1sSARL+MEDITERRANEAN+DIGITAL+NETWORK!3m4!1s0x128fb02cfd1b21b3:0x6947ff81fcfb3aba!8m2!3d36.7524363!4d2.9784916"
Decodeur Sat,,Entreprise de réseautage d'affaires,+213 795 50 76 45,Bab Ezzouar,"https://www.google.com/maps/place/Decodeur+Sat/@36.7237394,3.1847238,14z/data=!4m8!1m2!2m1!1sDecodeur+Sat!3m4!1s0x128e68f9ef45c789:0xd566878a136036c8!8m2!3d36.7237394!4d3.1847238"
Eurl Meganovus,https://www.meganovus.com/,استشاري كمبيوتر,+213 552 52 35 33,Blida,"https://www.google.com/maps/place/Eurl+Meganovus/@36.473386,2.831121,14z/data=!4m8!1m2!2m1!1sEurl+Meganovus!3m4!1s0x128f0c6ed2e77f0b:0x8f930d17ca9e2c4a!8m2!3d36.473386!4d2.831121"
BEST SERVICE,http://dzbestservice.online/,Marketing agency,+213 776 18 56 36,,"https://www.google.com/maps/place/BEST+SERVICE/@36.4812594,2.8001907999999998,14z/data=!4m8!1m2!2m1!1sBEST+SERVICE!3m4!1s0x6421f49c6ea44371:0x9eb3dc68b0ae4d26!8m2!3d36.4812594!4d2.8001907999999998"
FAST & LIGHT COMMUNICATION,https://sites.google.com/view/fast-and-light-communication,Agence de publicité,+213 550 23 48 89,Aïn Bénian,"https://www.google.com/maps/place/FAST+%26+LIGHT+COMMUNICATION/@36.7899566,2.9056794,14z/data=!4m8!1m2!2m1!1sFAST+%26+LIGHT+COMMUNICATION!3m4!1s0x128fbbb89daa03b5:0x50583ab719551a7f!8m2!3d36.7899566!4d2.9056794"
Smart marketing,,Agence de marketing,+213 665 90 75 32,Sedrata,"https://www.google.com/maps/place/Smart+marketing/@36.1219448,7.535876399999999,14z/data=!4m8!1m2!2m1!1sSmart+marketing!3m4!1s0x12f091001df9bdf3:0x16bd57f2e0887c9d!8m2!3d36.1219448!4d7.535876399999999"
Algeria Telecom Marine Tower Branch,https://www.algerietelecom.dz/,شركة إتصالات,+213 21 87 18 42,Bordj El Bahri,"https://www.google.com/maps/place/Algeria+Telecom+Marine+Tower+Branch/@36.7882198,3.2494183,14z/data=!4m8!1m2!2m1!1sAlgeria+Telecom+Marine+Tower+Branch!3m4!1s0x128e4f7a6628c3c1:0x303e835c3bbffb47!8m2!3d36.7882198!4d3.2494183"
Algérie télécom,,Fournisseur d'accès Internet,+213 24 78 00 24,Bordj Menaïel,"https://www.google.com/maps/place/Alg%C3%A9rie+t%C3%A9l%C3%A9com/@36.7446184,3.7156171999999996,14z/data=!4m8!1m2!2m1!1sAlg%C3%A9rie+t%C3%A9l%C3%A9com!3m4!1s0x128e772576996f75:0x8d114288187ef8a2!8m2!3d36.7446184!4d3.7156171999999996"
AGENCE DE COMMUNICATION,,Agence de publicité,+213 550 35 68 48,Bordj El Bahri,"https://www.google.com/maps/place/AGENCE+DE+COMMUNICATION/@36.788328899999996,3.2472312999999997,14z/data=!4m8!1m2!2m1!1sAGENCE+DE+COMMUNICATION!3m4!1s0x128e4fc3e45b8c8b:0x2754acbb206b0688!8m2!3d36.788328899999996!4d3.2472312999999997"
Atelier Miral Print ( Publicité ),http://www.miral-print.dz/,Agence de publicité,+213 661 87 00 00,Bir El Djir,"https://www.google.com/maps/place/Atelier+Miral+Print+%28+Publicit%C3%A9+%29/@35.7161854,-0.5365795999999999,14z/data=!4m8!1m2!2m1!1sAtelier+Miral+Print+%28+Publicit%C3%A9+%29!3m4!1s0xd7e6300679e9e5d:0x753038873c8a60e3!8m2!3d35.7161854!4d-0.5365795999999999"
EURL ALGER PLAGE INFORMATIQUE,,متجر أجهزة كمبيوتر,+213 554 03 82 33,Bordj El Bahri,"https://www.google.com/maps/place/EURL+ALGER+PLAGE+INFORMATIQUE/@36.7897102,3.2434518999999997,14z/data=!4m8!1m2!2m1!1sEURL+ALGER+PLAGE+INFORMATIQUE!3m4!1s0x128e4f25135b4289:0x3b606feee4e02623!8m2!3d36.7897102!4d3.2434518999999997"
خدمات الإعلام الآلي,,Computer software store,+213 563 46 88 33,Bordj Bou Arreridj,"https://www.google.com/maps/place/%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%A2%D9%84%D9%8A/@36.073992499999996,4.7630270999999995,14z/data=!4m8!1m2!2m1!1s%D8%AE%D8%AF%D9%85%D8%A7%D8%AA+%D8%A7%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%A2%D9%84%D9%8A!3m4!1s0x128cbd00194fb919:0x5d4e00b4352ba570!8m2!3d36.073992499999996!4d4.7630270999999995"
Digital services,http://digitalservices.agency/,Service de marketing Internet,+213 664 25 76 62,Akbou,"https://www.google.com/maps/place/Digital+services/@36.464448499999996,4.5369963,14z/data=!4m8!1m2!2m1!1sDigital+services!3m4!1s0x128cfce951421915:0x60728df242365c63!8m2!3d36.464448499999996!4d4.5369963"
TOA services,,Service de marketing Internet,+213 659 80 37 26,,"https://www.google.com/maps/place/TOA+services/@36.7390184,3.1393309,14z/data=!4m8!1m2!2m1!1sTOA+services!3m4!1s0x55bd1ac39518e89:0xdd169d9985d06651!8m2!3d36.7390184!4d3.1393309"
infoelectrosat,,Cybercafé,+213 557 25 19 20,Bouzareah,"https://www.google.com/maps/place/infoelectrosat/@36.7749691,3.0253747,14z/data=!4m8!1m2!2m1!1sinfoelectrosat!3m4!1s0x128fb3bf04174367:0xf98d2e269360e4d!8m2!3d36.7749691!4d3.0253747"
EL MOUHTARIF BUSINESS,,Agence de publicité,+213 667 66 46 58,Alger Centre,"https://www.google.com/maps/place/EL+MOUHTARIF+BUSINESS/@36.7791524,3.0580591999999998,14z/data=!4m8!1m2!2m1!1sEL+MOUHTARIF+BUSINESS!3m4!1s0x128fb3c6ab36f277:0xe173fc8e183d61b3!8m2!3d36.7791524!4d3.0580591999999998"
Total informatique,,Cybercafé,+213 663 73 24 22,Kouba,"https://www.google.com/maps/place/Total+informatique/@36.7292529,3.0747009,14z/data=!4m8!1m2!2m1!1sTotal+informatique!3m4!1s0x128fad0029475f1d:0x9201d91421a3eeec!8m2!3d36.7292529!4d3.0747009"
Original Communication,,Agence de publicité,+213 23 70 67 00,Kouba,"https://www.google.com/maps/place/Original+Communication/@36.7237678,3.0742051,14z/data=!4m8!1m2!2m1!1sOriginal+Communication!3m4!1s0x128fad64d4ca0109:0xdd547886c2695125!8m2!3d36.7237678!4d3.0742051"
Eurl ZedMedia Informatique,,Magasin d'informatique,+213 550 92 99 58,Kouba,"https://www.google.com/maps/place/Eurl+ZedMedia+Informatique/@36.7289015,3.0769381,14z/data=!4m8!1m2!2m1!1sEurl+ZedMedia+Informatique!3m4!1s0x128fad09d97f36e1:0x8147777bcc677e68!8m2!3d36.7289015!4d3.0769381"
NET MÜHENDİSLİK ALGERİA,http://www.netmuhendislik.com.tr/,مهندس كهرباء,+213 23 70 02 69,Kouba,"https://www.google.com/maps/place/NET+M%C3%9CHEND%C4%B0SL%C4%B0K+ALGER%C4%B0A/@36.7306319,3.0662936,14z/data=!4m8!1m2!2m1!1sNET+M%C3%9CHEND%C4%B0SL%C4%B0K+ALGER%C4%B0A!3m4!1s0x128fad706b775d6f:0xdae12c4ba60debfc!8m2!3d36.7306319!4d3.0662936"
"Sarl MELBEG BUSINESS Agence de communication , de publicité et d'aménagement interieur",,Agence de publicité,+213 540 26 79 42,Kouba,"https://www.google.com/maps/place/Sarl+MELBEG+BUSINESS+Agence+de+communication+%2C+de+publicit%C3%A9+et+d%27am%C3%A9nagement+interieur/@36.7404799,3.0781112,14z/data=!4m8!1m2!2m1!1sSarl+MELBEG+BUSINESS+Agence+de+communication+%2C+de+publicit%C3%A9+et+d%27am%C3%A9nagement+interieur!3m4!1s0x128fad61c378c5d1:0x7fdabd7a7105c4a3!8m2!3d36.7404799!4d3.0781112"
Calama Marketing,,خدمة التسويق عبر الإنترنت,+213 668 64 49 44,,"https://www.google.com/maps/place/Calama+Marketing/@28.094873399999997,1.6656943,14z/data=!4m8!1m2!2m1!1sCalama+Marketing!3m4!1s0xa9f0a0e8dba0b3df:0x4c3df34471ee827a!8m2!3d28.094873399999997!4d1.6656943"
CYBER,,Service d'administration des entreprises,+213 793 51 19 89,,"https://www.google.com/maps/place/CYBER/@36.6669444,2.9317908999999998,14z/data=!4m8!1m2!2m1!1sCYBER!3m4!1s0x43e527c1ad206475:0x51f8cc7f966914b2!8m2!3d36.6669444!4d2.9317908999999998"
SMS garidi (Informatique et Services),,Assistance et services informatiques,+213 23 70 23 18,Kouba,"https://www.google.com/maps/place/SMS+garidi+%28Informatique+et+Services%29/@36.727969699999996,3.0641298,14z/data=!4m8!1m2!2m1!1sSMS+garidi+%28Informatique+et+Services%29!3m4!1s0x128fad6638421da9:0xd6900f5ff620139c!8m2!3d36.727969699999996!4d3.0641298"
